Reg. č.,Program zkratka,Obor zkr. zkratka,Typ studia,Forma,Datum přijetí př.,Školné zapl.,Potvrzení zájmu,KA - obec,KA - stát,Rozh. o přijetí - kód,Rozh. o přijetí - název,Datum zápisu,Studium,ID přihlášky,Program název,Pohlaví
59785,B-BGISRS,,Bakalářský,prezenční,17. 11. 2019,,ne,New Delhi,Indická republika,20,20 - Nepřijat -- PZ,,ne,142547,Geographic information systems and Remote sensing in Environmental Sciences,žena
99575,N-EGS,,Magisterský navazující,prezenční,28. 05. 2020,0,ne,Tübingen,Spolková republika Německo,10,10 - Přijat,,ne,166407,Environmental Geosciences,muž
68887,N-KI,LPAO,Magisterský navazující,prezenční,30. 01. 2020,,ne,"MAHARASHTRA, INDIA",Indická republika,20,20 - Nepřijat -- PZ,,ne,144886,Krajinné inženýrství,žena
64599,N-NCO,,Magisterský navazující,prezenční,07. 01. 2020,,ne,Bristol,Spojené království Velké Británie a Severního Irska,20,20 - Nepřijat -- PZ,,ne,143060,Nature Conservation,žena
59804,N-NCO,,Magisterský navazující,prezenční,17. 11. 2019,,ne,Arusha,Sjednocená republika Tanzanie,20,20 - Nepřijat -- PZ,,ne,142719,Nature Conservation,muž
80782,N-NCO,,Magisterský navazující,prezenční,13. 03. 2020,12499.2,ano,6th of October City,Egyptská arabská republika,10,10 - Přijat,,ne,150612,Nature Conservation,žena
69252,B-BEE,,Bakalářský,prezenční,31. 01. 2020,0,ne,Praha (Smíchov),Česká republika,10,10 - Přijat,,ne,144779,Environmental Engineering,žena
67447,N-EGS,,Magisterský navazující,prezenční,26. 01. 2020,,ne,Mpraeso,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,144887,Environmental Geosciences,muž
84542,B-BEDS,,Bakalářský,prezenční,23. 03. 2020,,ne,Douala,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,153869,Environmental Data Science,žena
95239,N-ENVA,,Magisterský navazující,prezenční,03. 05. 2020,12500,ano,"Pamplona, Navarra, Spain",Španělské království,10,10 - Přijat,05.10.2020,ano,166303,Environmental Modelling,žena
64413,B-BEE,,Bakalářský,prezenční,06. 01. 2020,,ne,Jhapa,Etiopská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,143755,Environmental Engineering,žena
68866,N-KI,LPAO,Magisterský navazující,prezenční,30. 01. 2020,0,ne,Turnov,Česká republika,10,10 - Přijat,,ne,144888,Krajinné inženýrství,žena
68885,N-NCO,,Magisterský navazující,prezenční,30. 01. 2020,,ne,Sarajevo,Bosna a Hercegovina,20,20 - Nepřijat -- PZ,,ne,144889,Nature Conservation,muž
58212,B-BGISRS,,Bakalářský,prezenční,24. 10. 2019,7500,ano,Bangkok Thailand,Thajské království,10,10 - Přijat,05.01.2021,ano,142310,Geographic information systems and Remote sensing in Environmental Sciences,žena
69204,B-BEDS,,Bakalářský,prezenční,30. 01. 2020,,ne,Port Harcourt,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144753,Environmental Data Science,muž
61393,B-BGISRS,,Bakalářský,prezenční,07. 12. 2019,,ne,Port Harcourt,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144754,Geographic information systems and Remote sensing in Environmental Sciences,muž
64956,N-ENVA,,Magisterský navazující,prezenční,10. 01. 2020,,ne,"ENUGU SOUTH LOCAL GOVERNMENT AREA, ENUGU STATE",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144890,Environmental Modelling,muž
82796,N-NCO,,Magisterský navazující,prezenční,19. 03. 2020,,ne,Alipur,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,153619,Nature Conservation,muž
95036,B-BEE,,Bakalářský,prezenční,30. 04. 2020,,ne,Mersin,Turecká republika,20,20 - Nepřijat -- PZ,,ne,164267,Environmental Engineering,muž
62215,N-EGS,,Magisterský navazující,prezenční,15. 12. 2019,,ne,Freiberg,Spolková republika Německo,20,20 - Nepřijat -- PZ,,ne,142720,Environmental Geosciences,muž
62261,N-ENVA,,Magisterský navazující,prezenční,15. 12. 2019,,ne,"Ibadan,Nigeria",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142721,Environmental Modelling,žena
96370,N-KI,LPAO,Magisterský navazující,prezenční,14. 05. 2020,,ne,"Cali, Valle del Cauca",Kolumbijská republika,20,20 - Nepřijat -- PZ,,ne,165928,Krajinné inženýrství,muž
80778,N-KI,LPAO,Magisterský navazující,prezenční,13. 03. 2020,0,ne,Budapest,Maďarsko,10,10 - Přijat,,ne,150613,Krajinné inženýrství,žena
64715,B-BEDS,,Bakalářský,prezenční,08. 01. 2020,10000,ano,Banja Luka,Bosna a Hercegovina,10,10 - Přijat,16.12.2020,ano,142778,Environmental Data Science,žena
64695,N-EGS,,Magisterský navazující,prezenční,08. 01. 2020,0,ano,"Kukatpally, Hyderabad",Indická republika,10,10 - Přijat,,ne,144891,Environmental Geosciences,muž
97007,N-KI,LPAO,Magisterský navazující,prezenční,19. 05. 2020,12500,ano,"Queretaro, Queretaro.",Spojené státy mexické,10,10 - Přijat,04.11.2020,ano,166304,Krajinné inženýrství,muž
67126,N-ENVA,,Magisterský navazující,prezenční,24. 01. 2020,12500,ano,Bois-Guillaume,Francouzská republika,10,10 - Přijat,26.11.2020,ano,144892,Environmental Modelling,žena
66869,N-EGS,,Magisterský navazující,prezenční,22. 01. 2020,,ne,Akhtyrsky village,Ruská federace,20,20 - Nepřijat -- PZ,,ne,144893,Environmental Geosciences,žena
73948,N-KI,LPAO,Magisterský navazující,prezenční,18. 02. 2020,,ne,Akhtyrsky village,Ruská federace,20,20 - Nepřijat -- PZ,,ne,156327,Krajinné inženýrství,žena
99274,N-KI,LPAO,Magisterský navazující,prezenční,28. 05. 2020,,ne,Akhtyrsky village,Ruská federace,20,20 - Nepřijat -- PZ,,ne,166408,Krajinné inženýrství,žena
58089,N-KI,LPAO,Magisterský navazující,prezenční,22. 10. 2019,,ne,Fayoum,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,144579,Krajinné inženýrství,muž
62142,N-EGS,,Magisterský navazující,prezenční,13. 12. 2019,20000,ano,ebrine,Libanonská republika,10,10 - Přijat,,ne,142722,Environmental Geosciences,muž
63125,N-NCO,,Magisterský navazující,prezenční,20. 12. 2019,,ne,Okara Pakistan,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,142872,Nature Conservation,muž
57105,B-BEE,,Bakalářský,prezenční,07. 10. 2019,,ne,Thalapathpitiya,Srílanská demokratická socialistická republika,20,20 - Nepřijat -- PZ,,ne,142548,Environmental Engineering,žena
96919,B-BEE,,Bakalářský,prezenční,18. 05. 2020,7500,ano,Thalapathpitiya,Srílanská demokratická socialistická republika,10,10 - Přijat,19.03.2021,ano,166388,Environmental Engineering,žena
66837,N-NCO,,Magisterský navazující,prezenční,21. 01. 2020,0,ne,Bochum,Spolková republika Německo,10,10 - Přijat,,ne,144283,Nature Conservation,žena
95140,N-ENVA,,Magisterský navazující,prezenční,01. 05. 2020,,ne,Praha (Břevnov),Česká republika,20,20 - Nepřijat -- PZ,,ne,166305,Environmental Modelling,muž
63897,N-KI,LPAO,Magisterský navazující,prezenční,31. 12. 2019,12500,ano,Delhi,Indická republika,10,10 - Přijat,,ne,143995,Krajinné inženýrství,muž
58905,N-NCO,,Magisterský navazující,prezenční,01. 11. 2019,0,ne,Edison New Jersey,Spojené státy americké,10,10 - Přijat,,ne,142723,Nature Conservation,žena
99409,B-BEDS,,Bakalářský,prezenční,01. 06. 2020,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,166475,Environmental Data Science,žena
65779,N-KI,LPAO,Magisterský navazující,prezenční,17. 01. 2020,,ne,changchun,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,144284,Krajinné inženýrství,žena
59124,N-KI,LPAO,Magisterský navazující,prezenční,04. 11. 2019,,ne,montreal,Kanada,20,20 - Nepřijat -- PZ,,ne,142724,Krajinné inženýrství,žena
59144,N-ENVA,,Magisterský navazující,prezenční,04. 11. 2019,,ne,montreal,Kanada,20,20 - Nepřijat -- PZ,,ne,142725,Environmental Modelling,žena
60794,N-ENVA,,Magisterský navazující,prezenční,29. 11. 2019,12452,ano,Astana (Nur-Sultan),Republika Kazachstán,10,10 - Přijat,29.09.2020,ano,142726,Environmental Modelling,muž
94852,B-BEE,,Bakalářský,prezenční,29. 04. 2020,,ne,Trnava,Slovenská republika,20,20 - Nepřijat -- PZ,,ne,164719,Environmental Engineering,žena
