Reg. č.,Program zkratka,Obor zkr. zkratka,Typ studia,Forma,Datum přijetí př.,Školné zapl.,Potvrzení zájmu,KA - obec,KA - stát,Rozh. o přijetí - kód,Rozh. o přijetí - název,Datum zápisu,Studium,ID přihlášky,Program název,Pohlaví
68319,N-ENVA,,Magisterský navazující,prezenční,28. 01. 2020,0,ne,Amposta,Španělské království,10,10 - Přijat,,ne,144548,Environmental Modelling,žena
65624,N-KI,LPAO,Magisterský navazující,prezenční,15. 01. 2020,,ne,Gazoldo Degli Ippoliti,Italská republika,20,20 - Nepřijat -- PZ,,ne,144459,Krajinné inženýrství,muž
60987,B-BEDS,,Bakalářský,prezenční,02. 12. 2019,,ne,"coupeville, wa, usa",Spojené státy americké,20,20 - Nepřijat -- PZ,,ne,143734,Environmental Data Science,muž
65359,N-KI,LPAO,Magisterský navazující,prezenční,13. 01. 2020,,ne,PORT HARCOURT,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,143829,Krajinné inženýrství,muž
62827,N-ENVA,,Magisterský navazující,prezenční,18. 12. 2019,0,ano,Ragama,Srílanská demokratická socialistická republika,10,10 - Přijat,,ne,143830,Environmental Modelling,muž
86563,B-BGISRS,,Bakalářský,prezenční,27. 03. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,154928,Geographic information systems and Remote sensing in Environmental Sciences,žena
63909,N-EGS,,Magisterský navazující,prezenční,31. 12. 2019,,ne,Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,143831,Environmental Geosciences,muž
57510,N-EGS,,Magisterský navazující,prezenční,12. 10. 2019,,ne,Yaounde,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,142862,Environmental Geosciences,muž
64349,N-NCO,,Magisterský navazující,prezenční,06. 01. 2020,,ne,Yaounde,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,143832,Nature Conservation,muž
67086,N-EGS,,Magisterský navazující,prezenční,24. 01. 2020,,ne,Lagos,Ostatní,20,20 - Nepřijat -- PZ,,ne,144269,Environmental Geosciences,žena
77868,N-KI,LPAO,Magisterský navazující,prezenční,03. 03. 2020,12500,ano,belgrade,Srbská republika,10,10 - Přijat,14.01.2021,ano,151833,Krajinné inženýrství,žena
94535,B-BEDS,,Bakalářský,prezenční,24. 04. 2020,10000,ano,Brno,Česká republika,10,10 - Přijat,,ne,164261,Environmental Data Science,muž
74883,N-NCO,,Magisterský navazující,prezenční,21. 02. 2020,12320,ano,"Portland, Oregon",Spojené státy americké,10,10 - Přijat,11.12.2020,ano,153613,Nature Conservation,žena
68604,N-ENVA,,Magisterský navazující,prezenční,29. 01. 2020,,ne,Awka,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144859,Environmental Modelling,muž
99932,B-BGISRS,,Bakalářský,prezenční,29. 05. 2020,,ne,Yükseltepe,Turecká republika,20,20 - Nepřijat -- PZ,,ne,166379,Geographic information systems and Remote sensing in Environmental Sciences,muž
82542,B-BGISRS,,Bakalářský,prezenční,19. 03. 2020,7500,ano,Říčany (Radošovice),Česká republika,10,10 - Přijat,22.09.2020,ano,152661,Geographic information systems and Remote sensing in Environmental Sciences,muž
59425,B-BEE,,Bakalářský,prezenční,09. 11. 2019,,ne,Doha,Stát Katar,20,20 - Nepřijat -- PZ,,ne,142215,Environmental Engineering,muž
84583,N-ENVA,,Magisterský navazující,prezenční,24. 03. 2020,,ne,Nupaky,Česká republika,20,20 - Nepřijat -- PZ,,ne,154002,Environmental Modelling,muž
86445,N-KI,LPAO,Magisterský navazující,prezenční,26. 03. 2020,12500,ano,Nupaky,Česká republika,10,10 - Přijat,,ne,154003,Krajinné inženýrství,muž
61238,B-BEE,,Bakalářský,prezenční,05. 12. 2019,0,ano,Pine City,Spojené státy americké,10,10 - Přijat,,ne,144741,Environmental Engineering,žena
75460,B-BEE,,Bakalářský,prezenční,24. 02. 2020,,ne,WARRI-EKPAN,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,149832,Environmental Engineering,muž
64089,N-KI,LPAO,Magisterský navazující,prezenční,03. 01. 2020,,ne,Okota,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144270,Krajinné inženýrství,muž
85907,B-BEE,,Bakalářský,prezenční,26. 03. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,154929,Environmental Engineering,muž
82179,N-NCO,,Magisterský navazující,prezenční,18. 03. 2020,,ne,Bamako,Maliská republika,20,20 - Nepřijat -- PZ,,ne,153614,Nature Conservation,muž
96762,N-KI,LPAO,Magisterský navazující,prezenční,17. 05. 2020,,ne,Al Sulaymaneyah,Irácká republika,20,20 - Nepřijat -- PZ,,ne,165921,Krajinné inženýrství,muž
57965,N-NCO,,Magisterský navazující,prezenční,20. 10. 2019,12500,ano,"Chelyabinsk, Chelyabinskaya oblast'",Ruská federace,10,10 - Přijat,07.12.2020,ano,142689,Nature Conservation,muž
97464,N-ENVA,,Magisterský navazující,prezenční,25. 05. 2020,0,ano,Negombo,Srílanská demokratická socialistická republika,10,10 - Přijat,,ne,166401,Environmental Modelling,muž
64054,B-BEE,,Bakalářský,prezenční,02. 01. 2020,7500,ano,Villegailhenc,Francouzská republika,10,10 - Přijat,15.10.2020,ano,142596,Environmental Engineering,muž
67434,B-BEE,,Bakalářský,prezenční,26. 01. 2020,,ne,Akure,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144795,Environmental Engineering,muž
65260,N-NCO,,Magisterský navazující,prezenční,13. 01. 2020,,ne,Agege,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,143833,Nature Conservation,žena
59370,N-EGS,,Magisterský navazující,prezenční,10. 11. 2019,,ne,Buea,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,143834,Environmental Geosciences,muž
60611,B-BGISRS,,Bakalářský,prezenční,26. 11. 2019,,ne,Abu Dhabi,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,142597,Geographic information systems and Remote sensing in Environmental Sciences,muž
95360,N-NCO,,Magisterský navazující,prezenční,04. 05. 2020,,ne,Haldenwang,Spolková republika Německo,20,20 - Nepřijat -- PZ,,ne,165922,Nature Conservation,žena
60504,N-KI,LPAO,Magisterský navazující,prezenční,24. 11. 2019,,ne,Praha (Břevnov),Česká republika,20,20 - Nepřijat -- PZ,,ne,142863,Krajinné inženýrství,muž
59684,N-NCO,,Magisterský navazující,prezenční,14. 11. 2019,,ne,Assin Fosu,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142690,Nature Conservation,muž
82607,B-BEDS,,Bakalářský,prezenční,19. 03. 2020,10000,ano,Praha,Česká republika,10,10 - Přijat,,ne,153864,Environmental Data Science,žena
68690,N-KI,LPAO,Magisterský navazující,prezenční,29. 01. 2020,,ne,Ufa,Ruská federace,20,20 - Nepřijat -- PZ,,ne,144549,Krajinné inženýrství,muž
63430,N-EGS,,Magisterský navazující,prezenční,24. 12. 2019,,ne,Ras Sadr,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,143835,Environmental Geosciences,muž
65115,N-ENVA,,Magisterský navazující,prezenční,11. 01. 2020,,ne,"Tiko, South West Region",Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,143836,Environmental Modelling,muž
77631,B-BEE,,Bakalářský,prezenční,02. 03. 2020,7348.61,ano,San Salvador,Salvadorská republika,10,10 - Přijat,,ne,149962,Environmental Engineering,žena
58244,B-BGISRS,,Bakalářský,prezenční,25. 10. 2019,,ne,"Ayobo, Lagos",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144755,Geographic information systems and Remote sensing in Environmental Sciences,žena
66664,B-BEE,,Bakalářský,prezenční,20. 01. 2020,,ne,Airport_road,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,144482,Environmental Engineering,žena
59464,B-BEDS,,Bakalářský,prezenční,11. 11. 2019,,ne,Accra,Ostatní,20,20 - Nepřijat -- PZ,,ne,144742,Environmental Data Science,žena
64848,B-BEE,,Bakalářský,prezenční,09. 01. 2020,,ne,Secunderabad,Indická republika,20,20 - Nepřijat -- PZ,,ne,144743,Environmental Engineering,muž
64825,B-BEDS,,Bakalářský,prezenční,09. 01. 2020,,ne,Secunderabad,Indická republika,20,20 - Nepřijat -- PZ,,ne,144776,Environmental Data Science,muž
76099,B-BEE,,Bakalářský,prezenční,26. 02. 2020,,ne,Peoples Colony Vehari Pakistan,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,149833,Environmental Engineering,muž
80781,N-LWM,,Magisterský navazující,prezenční,13. 03. 2020,0,ano,"6th of October, Giza",Egyptská arabská republika,10,10 - Přijat,,ne,163356,Land and Water Management,muž
96918,N-ENVA,,Magisterský navazující,prezenční,18. 05. 2020,12499.2,ano,"6th of October, Giza",Egyptská arabská republika,10,10 - Přijat,,ne,165923,Environmental Modelling,muž
60204,B-BEE,,Bakalářský,prezenční,21. 11. 2019,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,142539,Environmental Engineering,muž
98013,B-BGISRS,,Bakalářský,prezenční,26. 05. 2020,,ne,Santiago,Chilská republika,20,20 - Nepřijat -- PZ,,ne,166277,Geographic information systems and Remote sensing in Environmental Sciences,žena
65816,N-ENVA,,Magisterský navazující,prezenční,17. 01. 2020,12500,ano,St Petersburg,Ruská federace,10,10 - Přijat,,ne,143837,Environmental Modelling,muž
63186,N-KI,LPAO,Magisterský navazující,prezenční,21. 12. 2019,,ne,Pukou - Nanjing,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,144860,Krajinné inženýrství,muž
95126,B-BEDS,,Bakalářský,prezenční,01. 05. 2020,,ne,Addis Ababa,Etiopská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,164262,Environmental Data Science,muž
59386,N-NCO,,Magisterský navazující,prezenční,08. 11. 2019,12500,ano,Vancouver,Kanada,10,10 - Přijat,23.09.2020,ano,142691,Nature Conservation,muž
64133,N-KI,LPAO,Magisterský navazující,prezenční,03. 01. 2020,,ne,Faisalabad,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,143061,Krajinné inženýrství,muž
62889,N-NCO,,Magisterský navazující,prezenční,18. 12. 2019,,ne,Faisalabad,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,143848,Nature Conservation,muž
99001,N-ENVA,,Magisterský navazující,prezenční,02. 06. 2020,12500,ano,Praha (Smíchov),Česká republika,10,10 - Přijat,18.11.2020,ano,166735,Environmental Modelling,muž
64382,N-EGS,,Magisterský navazující,prezenční,06. 01. 2020,,ne,"paju, gyeonggi-do",Korejská republika,20,20 - Nepřijat -- PZ,,ne,144861,Environmental Geosciences,muž
99855,B-BEE,,Bakalářský,prezenční,29. 05. 2020,,ne,Batangas City,Filipínská republika,20,20 - Nepřijat -- PZ,,ne,166380,Environmental Engineering,žena
57507,B-BEDS,,Bakalářský,prezenční,12. 10. 2019,,ne,Narsingdi,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,142775,Environmental Data Science,muž
74354,B-BEDS,,Bakalářský,prezenční,19. 02. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,150991,Environmental Data Science,muž
74355,B-BGISRS,,Bakalářský,prezenční,19. 02. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,150992,Geographic information systems and Remote sensing in Environmental Sciences,muž
97352,N-KI,LPAO,Magisterský navazující,prezenční,25. 05. 2020,12500,ano,Semnan,Íránská islámská republika,10,10 - Přijat,14.01.2021,ano,166297,Krajinné inženýrství,žena
97460,N-ENVA,,Magisterský navazující,prezenční,25. 05. 2020,,ne,Semnan,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,166298,Environmental Modelling,žena
94906,N-ENVA,,Magisterský navazující,prezenční,29. 04. 2020,,ne,Sokolov,Česká republika,20,20 - Nepřijat -- PZ,,ne,165924,Environmental Modelling,muž
58844,N-KI,LPAO,Magisterský navazující,prezenční,31. 10. 2019,0,ano,"Puebla, Puebla",Spojené státy mexické,10,10 - Přijat,,ne,142692,Krajinné inženýrství,muž
68356,B-BEDS,,Bakalářský,prezenční,28. 01. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,144744,Environmental Data Science,muž
75947,B-BEDS,,Bakalářský,prezenční,25. 02. 2020,,ne,Mymensingh,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,149834,Environmental Data Science,muž
61142,N-NCO,,Magisterský navazující,prezenční,03. 12. 2019,,ne,Praha (Břevnov),Česká republika,20,20 - Nepřijat -- PZ,,ne,142693,Nature Conservation,žena
68764,B-BEDS,,Bakalářský,prezenční,30. 01. 2020,,ne,Dnipro,Ukrajina,20,20 - Nepřijat -- PZ,,ne,144600,Environmental Data Science,muž
65349,B-BEE,,Bakalářský,prezenční,13. 01. 2020,,ne,Yaounde,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,143395,Environmental Engineering,muž
59546,N-EGS,,Magisterský navazující,prezenční,12. 11. 2019,,ne,Onitsha,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142694,Environmental Geosciences,žena
97436,N-NCO,,Magisterský navazující,prezenční,25. 05. 2020,,ne,university of nigeria nsukka,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,166299,Nature Conservation,muž
56926,B-BGISRS,,Bakalářský,prezenční,04. 10. 2019,,ne,Aba,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142300,Geographic information systems and Remote sensing in Environmental Sciences,muž
58044,N-KI,LPAO,Magisterský navazující,prezenční,21. 10. 2019,,ne,"Huatan Township, Changhua County",Čínská republika (Tchaj-wan),20,20 - Nepřijat -- PZ,,ne,142695,Krajinné inženýrství,muž
64622,N-NCO,,Magisterský navazující,prezenční,08. 01. 2020,0,ne,Rivoli,Italská republika,10,10 - Přijat,,ne,142864,Nature Conservation,žena
62244,N-EGS,,Magisterský navazující,prezenční,15. 12. 2019,,ne,Federal Capital Territory (FCT)/Abuja,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142696,Environmental Geosciences,žena
82890,N-NCO,,Magisterský navazující,prezenční,20. 03. 2020,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,156324,Nature Conservation,žena
79399,B-BEE,,Bakalářský,prezenční,09. 03. 2020,,ne,"Meran, Lagos",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,153865,Environmental Engineering,žena
64909,B-BEE,,Bakalářský,prezenční,10. 01. 2020,,ne,"Ome-city, Tokyo",Japonsko,20,20 - Nepřijat -- PZ,,ne,144483,Environmental Engineering,muž
64100,N-EGS,,Magisterský navazující,prezenční,03. 01. 2020,,ne,Mandi Bahauddin,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,143057,Environmental Geosciences,muž
79055,N-LWM,,Magisterský navazující,prezenční,08. 03. 2020,,ne,block3 lot2 phase2 Celina Royal Bayanan Bacoor. Cavite Philippine,Filipínská republika,20,20 - Nepřijat -- PZ,,ne,163357,Land and Water Management,muž
79538,N-LWM,,Magisterský navazující,prezenční,09. 03. 2020,,ne,Rivers State,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,163358,Land and Water Management,žena
94599,B-BEDS,,Bakalářský,prezenční,26. 04. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,164716,Environmental Data Science,muž
59844,B-BGISRS,,Bakalářský,prezenční,18. 11. 2019,,ne,Doha,Stát Katar,20,20 - Nepřijat -- PZ,,ne,142301,Geographic information systems and Remote sensing in Environmental Sciences,muž
57386,N-EGS,,Magisterský navazující,prezenční,10. 10. 2019,,ne,"HOUSE # 7, STREET # 2, SHAHEEN PARK MASKINPURA MUGHALPURA LAHORE CANTT",Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,142697,Environmental Geosciences,žena
68725,N-EGS,,Magisterský navazující,prezenční,29. 01. 2020,,ne,FCT,Ostatní,20,20 - Nepřijat -- PZ,,ne,144545,Environmental Geosciences,žena
56969,B-BEE,,Bakalářský,prezenční,04. 10. 2019,,ne,"satkhira, shyamnagar, naobeki",Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,142540,Environmental Engineering,muž
60609,N-ENVA,,Magisterský navazující,prezenční,25. 11. 2019,,ne,Lagos,Ostatní,20,20 - Nepřijat -- PZ,,ne,142698,Environmental Modelling,muž
66564,N-NCO,,Magisterský navazující,prezenční,19. 01. 2020,12500,ano,ESPOO,Finská republika,10,10 - Přijat,,ne,144862,Nature Conservation,muž
66819,N-EGS,,Magisterský navazující,prezenční,22. 01. 2020,,ne,"Bharatpur,Chitwan",Nepálská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,144550,Environmental Geosciences,muž
81351,N-KI,LPAO,Magisterský navazující,prezenční,15. 03. 2020,12500,ano,Abu Dhabi,Spojené arabské emiráty,10,10 - Přijat,04.02.2021,ano,150935,Krajinné inženýrství,žena
74148,N-ENVA,,Magisterský navazující,prezenční,19. 02. 2020,,ne,Urmia,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,153615,Environmental Modelling,muž
67541,B-BEE,,Bakalářský,prezenční,27. 01. 2020,,ne,Lahore,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,145209,Environmental Engineering,muž
95086,B-BEE,,Bakalářský,prezenční,30. 04. 2020,,ne,Praha (Břevnov),Česká republika,20,20 - Nepřijat -- PZ,,ne,164263,Environmental Engineering,muž
96924,B-BEDS,,Bakalářský,prezenční,18. 05. 2020,,ne,Jandraka,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,166395,Environmental Data Science,muž
59591,B-BEE,,Bakalářský,prezenční,13. 11. 2019,0,ne,Baja,Maďarsko,10,10 - Přijat,,ne,144745,Environmental Engineering,žena
59486,N-EGS,,Magisterský navazující,prezenční,11. 11. 2019,,ne,PALMIRA,Ostatní,20,20 - Nepřijat -- PZ,,ne,142699,Environmental Geosciences,žena
56785,B-BEE,,Bakalářský,prezenční,03. 10. 2019,7500,ano,Huxley,Spojené státy americké,10,10 - Přijat,,ne,142776,Environmental Engineering,muž
76089,B-BEDS,,Bakalářský,prezenční,25. 02. 2020,,ne,Harare,Zimbabwská republika,20,20 - Nepřijat -- PZ,,ne,150993,Environmental Data Science,žena
56810,B-BEE,,Bakalářský,prezenční,03. 10. 2019,,ne,"Mankon,Bamenda",Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,142302,Environmental Engineering,muž
59252,N-KI,LPAO,Magisterský navazující,prezenční,07. 11. 2019,,ne,Milovice (Boží Dar),Česká republika,20,20 - Nepřijat -- PZ,,ne,142700,Krajinné inženýrství,muž
60990,B-BGISRS,,Bakalářský,prezenční,02. 12. 2019,,ne,Buea,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,143017,Geographic information systems and Remote sensing in Environmental Sciences,muž
69148,N-EGS,,Magisterský navazující,prezenční,30. 01. 2020,0,ano,Chandigarh,Indická republika,10,10 - Přijat,,ne,144863,Environmental Geosciences,žena
94490,B-BEE,,Bakalářský,prezenční,24. 04. 2020,,ne,Pardubice,Česká republika,20,20 - Nepřijat -- PZ,,ne,164264,Environmental Engineering,žena
69607,B-BEE,,Bakalářský,prezenční,31. 01. 2020,,ne,Tunis,Tuniská republika,20,20 - Nepřijat -- PZ,,ne,144777,Environmental Engineering,muž
63486,N-KI,LPAO,Magisterský navazující,prezenční,25. 12. 2019,,ne,kairouan,Tuniská republika,20,20 - Nepřijat -- PZ,,ne,144864,Krajinné inženýrství,žena
63331,N-KI,LPAO,Magisterský navazující,prezenční,23. 12. 2019,12500,ano,Hřebeč (Netřeby),Česká republika,10,10 - Přijat,23.09.2020,ano,142701,Krajinné inženýrství,žena
57307,N-KI,LPAO,Magisterský navazující,prezenční,09. 10. 2019,12447.81,ano,Tehran,Íránská islámská republika,10,10 - Přijat,04.01.2021,ano,144865,Krajinné inženýrství,muž
58688,N-EGS,,Magisterský navazující,prezenční,30. 10. 2019,,ne,"Abbottabad, Pakistan",Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,144271,Environmental Geosciences,muž
78424,N-ENVA,,Magisterský navazující,prezenční,05. 03. 2020,,ne,"Lalazar Colony, University campus, Peshawar, Pakistan",Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,154004,Environmental Modelling,muž
65520,B-BEE,,Bakalářský,prezenční,15. 01. 2020,,ne,"NOUAGAU 1198/1,KULIARCHAR, KISHOREGONJ,DHAKA",Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,143396,Environmental Engineering,muž
78268,B-BEE,,Bakalářský,prezenční,04. 03. 2020,,ne,GULSHAN,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,149835,Environmental Engineering,muž
64298,N-KI,LPAO,Magisterský navazující,prezenční,05. 01. 2020,,ne,Peshawar,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,144272,Krajinné inženýrství,muž
78597,N-NCO,,Magisterský navazující,prezenční,05. 03. 2020,,ne,Duisburg. NRW,Spolková republika Německo,20,20 - Nepřijat -- PZ,,ne,153616,Nature Conservation,muž
74353,N-ENVA,,Magisterský navazující,prezenční,19. 02. 2020,0,ne,Srinagar,Indická republika,10,10 - Přijat,,ne,153617,Environmental Modelling,muž
57485,N-KI,LPAO,Magisterský navazující,prezenční,12. 10. 2019,12500,ano,Arak,Íránská islámská republika,10,10 - Přijat,29.09.2020,ano,142702,Krajinné inženýrství,muž
65552,N-NCO,,Magisterský navazující,prezenční,15. 01. 2020,,ne,Arak,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,143838,Nature Conservation,muž
65556,N-ENVA,,Magisterský navazující,prezenční,15. 01. 2020,,ne,Arak,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,143839,Environmental Modelling,muž
65575,N-ENVA,,Magisterský navazující,prezenční,15. 01. 2020,0,ne,"NEW DELHI, INDIA",Britské indickooceánské území,10,10 - Přijat,,ne,144273,Environmental Modelling,žena
68484,N-ENVA,,Magisterský navazující,prezenční,29. 01. 2020,,ne,Delhi,Britské indickooceánské území,20,20 - Nepřijat -- PZ,,ne,144552,Environmental Modelling,žena
68473,N-ENVA,,Magisterský navazující,prezenční,29. 01. 2020,,ne,Delhi,Indická republika,20,20 - Nepřijat -- PZ,,ne,144551,Environmental Modelling,žena
57566,B-BGISRS,,Bakalářský,prezenční,13. 10. 2019,7500,ano,Kyiv city,Ukrajina,10,10 - Přijat,22.09.2020,ano,144017,Geographic information systems and Remote sensing in Environmental Sciences,muž
60673,B-BEDS,,Bakalářský,prezenční,26. 11. 2019,,ne,Kyiv city,Ukrajina,20,20 - Nepřijat -- PZ,,ne,144018,Environmental Data Science,muž
60674,B-BEE,,Bakalářský,prezenční,26. 11. 2019,,ne,Kyiv city,Ukrajina,20,20 - Nepřijat -- PZ,,ne,144019,Environmental Engineering,muž
58504,B-BEDS,,Bakalářský,prezenční,29. 10. 2019,,ne,Addis Ababa,Etiopská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,143018,Environmental Data Science,muž
61179,B-BGISRS,,Bakalářský,prezenční,04. 12. 2019,0,ano,Pietermaritzburg,Jihoafrická republika,10,10 - Přijat,,ne,143019,Geographic information systems and Remote sensing in Environmental Sciences,žena
61180,B-BEDS,,Bakalářský,prezenční,04. 12. 2019,0,ne,Pietermaritzburg,Jihoafrická republika,10,10 - Přijat,,ne,143020,Environmental Data Science,žena
56973,B-BEE,,Bakalářský,prezenční,05. 10. 2019,,ne,Abu Dhabi,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,142303,Environmental Engineering,muž
66717,B-BEE,,Bakalářský,prezenční,21. 01. 2020,,ne,Brus,Srbská republika,20,20 - Nepřijat -- PZ,,ne,144746,Environmental Engineering,muž
65603,B-BEE,,Bakalářský,prezenční,15. 01. 2020,7500,ano,KUOPIO,Finská republika,10,10 - Přijat,22.09.2020,ano,143397,Environmental Engineering,žena
69114,B-BEE,,Bakalářský,prezenční,30. 01. 2020,,ne,Hlohovec,Slovenská republika,20,20 - Nepřijat -- PZ,,ne,146975,Environmental Engineering,žena
92098,B-BEE,,Bakalářský,prezenční,01. 04. 2020,7500,ano,Praha,Česká republika,10,10 - Přijat,22.09.2020,ano,157612,Environmental Engineering,žena
60744,B-BEE,,Bakalářský,prezenční,28. 11. 2019,,ne,Cairo,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,142304,Environmental Engineering,muž
73739,B-BEE,,Bakalářský,prezenční,17. 02. 2020,,ne,Cairo,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,150994,Environmental Engineering,muž
59166,N-NCO,,Magisterský navazující,prezenční,04. 11. 2019,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142703,Nature Conservation,muž
86543,B-BEDS,,Bakalářský,prezenční,26. 03. 2020,,ne,Noginsk,Ruská federace,20,20 - Nepřijat -- PZ,,ne,156947,Environmental Data Science,žena
63587,N-ENVA,,Magisterský navazující,prezenční,27. 12. 2019,,ne,ADABRAKA - GHANA,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,144274,Environmental Modelling,muž
82633,N-KI,LPAO,Magisterský navazující,prezenční,19. 03. 2020,0,ne,Praha (Břevnov),Česká republika,10,10 - Přijat,,ne,154005,Krajinné inženýrství,žena
79815,N-KI,LPAO,Magisterský navazující,prezenční,10. 03. 2020,0,ne,BONS-EN-CHABLAIS,Francouzská republika,10,10 - Přijat,,ne,156325,Krajinné inženýrství,muž
97309,N-KI,LPAO,Magisterský navazující,prezenční,24. 05. 2020,,ne,Semnan,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,166300,Krajinné inženýrství,muž
97459,N-ENVA,,Magisterský navazující,prezenční,25. 05. 2020,,ne,Semnan,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,166301,Environmental Modelling,muž
67795,B-BGISRS,,Bakalářský,prezenční,27. 01. 2020,,ne,Ladybrand,Jihoafrická republika,20,20 - Nepřijat -- PZ,,ne,144484,Geographic information systems and Remote sensing in Environmental Sciences,muž
97152,N-ENVA,,Magisterský navazující,prezenční,21. 05. 2020,,ne,Shenzhen,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,166402,Environmental Modelling,žena
58207,B-BEE,,Bakalářský,prezenční,23. 10. 2019,,ne,"Dialenge,lot 4395 Kaolack Senegal",Senegalská republika,20,20 - Nepřijat -- PZ,,ne,142541,Environmental Engineering,muž
63278,N-KI,LPAO,Magisterský navazující,prezenční,23. 12. 2019,12200,ano,Westfield,Spojené státy americké,10,10 - Přijat,25.11.2020,ano,144866,Krajinné inženýrství,muž
58184,B-BEDS,,Bakalářský,prezenční,23. 10. 2019,,ne,Yaounde,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,143398,Environmental Data Science,muž
97753,B-BEDS,,Bakalářský,prezenční,26. 05. 2020,0,ne,Podgorica,Republika Černá Hora,10,10 - Přijat,,ne,166278,Environmental Data Science,žena
67475,B-BEE,,Bakalářský,prezenční,26. 01. 2020,0,ne,Praha (Vokovice),Česká republika,10,10 - Přijat,,ne,144485,Environmental Engineering,muž
85169,B-BEDS,,Bakalářský,prezenční,25. 03. 2020,,ne,Esslingen,Spolková republika Německo,20,20 - Nepřijat -- PZ,,ne,153866,Environmental Data Science,muž
67935,B-BEE,,Bakalářský,prezenční,28. 01. 2020,7500,ano,Praha,Česká republika,10,10 - Přijat,22.09.2020,ano,144747,Environmental Engineering,žena
78203,N-ENVA,,Magisterský navazující,prezenční,04. 03. 2020,12500,ano,NAM DINH,Vietnamská socialistická republika,10,10 - Přijat,23.09.2020,ano,150603,Environmental Modelling,žena
