Reg. č.,Program zkratka,Obor zkr. zkratka,Typ studia,Forma,Datum přijetí př.,Školné zapl.,Potvrzení zájmu,KA - obec,KA - stát,Rozh. o přijetí - kód,Rozh. o přijetí - název,Datum zápisu,Studium,ID přihlášky,Program název,Pohlaví
54944,N-EGS,,Magisterský navazující,prezenční,10. 12. 2021,,ne,lagos,Ostatní,20,20 - Nepřijat -- PZ,,ne,211855,Environmental Geosciences,muž
54649,N-LPA,,Magisterský navazující,prezenční,05. 12. 2021,16500,ano,"Rouiba , Algiers, Algeria",Alžírská lidová demokratická republika,10,10 - Přijat,,ne,211842,Landscape Planning,žena
57223,B-BEE,,Bakalářský,prezenční,08. 01. 2022,,ne,Durbawa,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213142,Environmental Engineering,muž
52848,N-ENVA,,Magisterský navazující,prezenční,23. 10. 2021,16500,ano,erbil,Irácká republika,10,10 - Přijat,,ne,212115,Environmental Modelling,muž
55776,N-ENVA,,Magisterský navazující,prezenční,22. 12. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,211861,Environmental Modelling,muž
70461,B-BEDS,,Bakalářský,prezenční,24. 03. 2022,,ne,Tashkent,Republika Uzbekistán,20,20 - Nepřijat -- PZ,,ne,237282,Environmental Data Science,muž
83627,N-NCO,,Magisterský navazující,prezenční,09. 04. 2022,16500,ano,Quetta,Pákistánská islámská republika,10,10 - Přijat,,ne,237091,Nature Conservation,muž
58683,N-EGS,,Magisterský navazující,prezenční,17. 01. 2022,,ne,Islamic center colony University of the Punjab Lahore Pakistan,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,213115,Environmental Geosciences,muž
16056,N-EGS,,Magisterský navazující,prezenční,22. 02. 2022,,ne,Islamic center colony University of the Punjab Lahore Pakistan,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,232375,Environmental Geosciences,muž
52688,B-BEE,,Bakalářský,prezenční,12. 10. 2021,,ne,Canal view lahore,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,210755,Environmental Engineering,muž
53223,B-BEDS,,Bakalářský,prezenční,12. 11. 2021,,ne,Bauchi State,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,210756,Environmental Data Science,muž
53303,N-EGS,,Magisterský navazující,prezenční,14. 11. 2021,,ne,Kaduna,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211856,Environmental Geosciences,muž
34358,B-BEDS,,Bakalářský,prezenční,28. 02. 2022,,ne,Cape Coast,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,237283,Environmental Data Science,muž
57817,N-EGS,,Magisterský navazující,prezenční,11. 01. 2022,,ne,"Okuru Ama, Port Harcourt.",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213835,Environmental Geosciences,muž
84412,N-EGS,,Magisterský navazující,prezenční,16. 04. 2022,,ne,"Okuru Ama, Port Harcourt.",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237301,Environmental Geosciences,muž
52606,N-EGS,,Magisterský navazující,prezenční,07. 10. 2021,,ne,Madina,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,211485,Environmental Geosciences,muž
65905,B-BEDS,,Bakalářský,prezenční,21. 03. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,230608,Environmental Data Science,muž
83760,B-BEE,,Bakalářský,prezenční,10. 04. 2022,,ne,Doha,Stát Katar,20,20 - Nepřijat -- PZ,,ne,237066,Environmental Engineering,muž
52472,N-LPA,,Magisterský navazující,prezenční,01. 10. 2021,,ne,No.6 dongli district,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,210775,Landscape Planning,muž
84474,N-EGS,,Magisterský navazující,prezenční,16. 04. 2022,20000,ano,Lagos State,Nigérijská federativní republika,10,10 - Přijat,,ne,237302,Environmental Geosciences,muž
52748,N-EGS,,Magisterský navazující,prezenční,16. 10. 2021,20000,ano,"Jos South, Plateau State, Nigeria",Nigérijská federativní republika,10,10 - Přijat,,ne,213995,Environmental Geosciences,žena
52744,B-BEE,,Bakalářský,prezenční,15. 10. 2021,,ne,Sango otta ogun state,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211814,Environmental Engineering,muž
42951,B-BEE,,Bakalářský,prezenční,02. 03. 2022,,ne,Sango otta ogun state,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230609,Environmental Engineering,muž
72588,B-BEDS,,Bakalářský,prezenční,27. 03. 2022,,ne,Ibadan,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230610,Environmental Data Science,žena
54515,B-BEDS,,Bakalářský,prezenční,03. 12. 2021,,ne,Ifako Ijaiye,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211815,Environmental Data Science,muž
52781,B-BEE,,Bakalářský,prezenční,19. 10. 2021,,ne,Ikorodu Lagos State,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,210757,Environmental Engineering,muž
55193,N-EGS,,Magisterský navazující,prezenční,13. 12. 2021,,ne,"Mamprobi, Accra",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,213876,Environmental Geosciences,muž
71514,N-LPA,,Magisterský navazující,prezenční,25. 03. 2022,,ne,Techiman,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,238508,Landscape Planning,muž
55670,B-BEE,,Bakalářský,prezenční,20. 12. 2021,10000,ano,Dhaka,Bangladéšská lidová republika,10,10 - Přijat,,ne,211816,Environmental Engineering,žena
52902,N-EGS,,Magisterský navazující,prezenční,27. 10. 2021,,ne,buea,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,211486,Environmental Geosciences,muž
74663,B-BEDS,,Bakalářský,prezenční,28. 03. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,237284,Environmental Data Science,muž
66547,N-ENVA,,Magisterský navazující,prezenční,21. 03. 2022,,ne,Peshawar,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,237207,Environmental Modelling,muž
55644,N-NCO,,Magisterský navazující,prezenční,20. 12. 2021,,ne,"27 Amidu jimoh off governors road ikotun Lagos state, Nigeria.",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,212596,Nature Conservation,muž
56649,N-LPA,,Magisterský navazující,prezenční,04. 01. 2022,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,212132,Landscape Planning,muž
53715,B-BEDS,,Bakalářský,prezenční,21. 11. 2021,,ne,Uralsk,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,210758,Environmental Data Science,žena
84425,B-BEDS,,Bakalářský,prezenční,16. 04. 2022,,ne,Uralsk,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,238510,Environmental Data Science,žena
71327,N-ENVA,,Magisterský navazující,prezenční,25. 03. 2022,16500,ano,Abakaliki,Nigérijská federativní republika,10,10 - Přijat,,ne,231748,Environmental Modelling,muž
53498,N-LPA,,Magisterský navazující,prezenční,18. 11. 2021,,ne,Port Harcourt,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213255,Landscape Planning,muž
66950,B-BEE,,Bakalářský,prezenční,21. 03. 2022,,ne,Mowe,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230611,Environmental Engineering,muž
55083,B-BEE,,Bakalářský,prezenční,12. 12. 2021,,ne,Lagos State,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213143,Environmental Engineering,muž
55080,B-BEDS,,Bakalářský,prezenční,12. 12. 2021,,ne,Lagos State,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213144,Environmental Data Science,muž
57214,N-LPA,,Magisterský navazující,prezenční,07. 01. 2022,0,ano,Abeokuta,Nigérijská federativní republika,10,10 - Přijat,,ne,212622,Landscape Planning,muž
64523,B-BEDS,,Bakalářský,prezenční,18. 03. 2022,10000,ano,Istanbul,Turecká republika,10,10 - Přijat,,ne,236335,Environmental Data Science,muž
59055,N-NCO,,Magisterský navazující,prezenční,20. 01. 2022,,ne,FCT-Abuja,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213799,Nature Conservation,muž
38633,B-BEDS,,Bakalářský,prezenční,01. 03. 2022,10000,ano,Praha,Česká republika,10,10 - Přijat,17.10.2022,ano,230612,Environmental Data Science,muž
82889,N-ENVA,,Magisterský navazující,prezenční,03. 04. 2022,16500,ano,Jos,Nigérijská federativní republika,10,10 - Přijat,,ne,237208,Environmental Modelling,muž
53423,B-BEDS,,Bakalářský,prezenční,16. 11. 2021,,ne,Chereponi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,211817,Environmental Data Science,muž
84275,N-EGS,,Magisterský navazující,prezenční,14. 04. 2022,,ne,New Cairo,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,237303,Environmental Geosciences,žena
52998,N-ENVA,,Magisterský navazující,prezenční,03. 11. 2021,,ne,Port Harcourt,Ostatní,20,20 - Nepřijat -- PZ,,ne,211475,Environmental Modelling,muž
16973,N-ENVA,,Magisterský navazující,prezenční,23. 02. 2022,,ne,Port Harcourt,Ostatní,20,20 - Nepřijat -- PZ,,ne,231749,Environmental Modelling,muž
84079,B-BEE,,Bakalářský,prezenční,11. 04. 2022,,ne,Sari,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,237067,Environmental Engineering,žena
46840,N-LPA,,Magisterský navazující,prezenční,05. 03. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,237099,Landscape Planning,žena
83387,B-BEE,,Bakalářský,prezenční,07. 04. 2022,,ne,Dammam,Saúdskoarabské království,20,20 - Nepřijat -- PZ,,ne,236336,Environmental Engineering,žena
58722,N-EGS,,Magisterský navazující,prezenční,18. 01. 2022,20000,ano,Abuja,Nigérijská federativní republika,10,10 - Přijat,17.10.2022,ano,213116,Environmental Geosciences,žena
51634,B-BEE,,Bakalářský,prezenční,08. 03. 2022,,ne,Cairo,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,230613,Environmental Engineering,muž
52941,B-BEE,,Bakalářský,prezenční,30. 10. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,210759,Environmental Engineering,muž
56343,B-BEDS,,Bakalářský,prezenční,02. 01. 2022,,ne,Karaj,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,213870,Environmental Data Science,muž
83583,N-ENVA,,Magisterský navazující,prezenční,08. 04. 2022,,ne,Mampong - Ashanti,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,237209,Environmental Modelling,žena
52720,N-LPA,,Magisterský navazující,prezenční,14. 10. 2021,,ne,TANOSO KUMASI,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,211843,Landscape Planning,muž
52886,N-ENVA,,Magisterský navazující,prezenční,26. 10. 2021,,ne,Nanjing,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,213177,Environmental Modelling,muž
94558,B-BEE,,Bakalářský,prezenční,10. 08. 2022,0,ano,Kharkiv,Ukrajina,10,10 - Přijat,,ne,244238,Environmental Engineering,muž
59343,B-BEE,,Bakalářský,prezenční,21. 01. 2022,,ne,Minsk,Běloruská republika,20,20 - Nepřijat -- PZ,,ne,213871,Environmental Engineering,žena
82740,N-EGS,,Magisterský navazující,prezenční,01. 04. 2022,,ne,Owerri,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237093,Environmental Geosciences,žena
59353,B-BEDS,,Bakalářský,prezenční,21. 01. 2022,,ne,Enugu,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213455,Environmental Data Science,muž
62029,N-EGS,,Magisterský navazující,prezenční,15. 03. 2022,,ne,Port Harcourt,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,232376,Environmental Geosciences,muž
53731,N-NCO,,Magisterský navazující,prezenční,21. 11. 2021,,ne,"Egbeda,Lagos",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211615,Nature Conservation,žena
52923,N-NCO,,Magisterský navazující,prezenční,29. 10. 2021,,ne,bibiani,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,211616,Nature Conservation,muž
73000,B-BEDS,,Bakalářský,prezenční,27. 03. 2022,,ne,"FCT Abuja, Nigeria",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237285,Environmental Data Science,muž
55453,N-NCO,,Magisterský navazující,prezenční,17. 12. 2021,,ne,Abuja Nigeria,Ostatní,20,20 - Nepřijat -- PZ,,ne,211617,Nature Conservation,muž
55797,B-BEE,,Bakalářský,prezenční,23. 12. 2021,,ne,"2 Prudent, Street.",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,213145,Environmental Engineering,muž
53705,B-BEDS,,Bakalářský,prezenční,21. 11. 2021,,ne,St. Petersburg,Ruská federace,20,20 - Nepřijat -- PZ,,ne,211818,Environmental Data Science,muž
72220,B-BEE,,Bakalářský,prezenční,26. 03. 2022,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,236337,Environmental Engineering,muž
59819,B-BEE,,Bakalářský,prezenční,23. 01. 2022,,ne,"Moscow region, Ramenskoe district, Briton village",Ruská federace,20,20 - Nepřijat -- PZ,,ne,213956,Environmental Engineering,žena
56469,N-ENVA,,Magisterský navazující,prezenční,03. 01. 2022,,ne,"P. O. BOX 5, KOKOFU-ADWUMAM- A/R.",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,212116,Environmental Modelling,muž
29167,N-EGS,,Magisterský navazující,prezenční,26. 02. 2022,,ne,iloin,Ostatní,20,20 - Nepřijat -- PZ,,ne,232377,Environmental Geosciences,muž
84347,N-EGS,,Magisterský navazující,prezenční,15. 04. 2022,,ne,Brno,Česká republika,20,20 - Nepřijat -- PZ,,ne,237304,Environmental Geosciences,muž
58661,B-BEDS,,Bakalářský,prezenční,17. 01. 2022,,ne,"Enugu state, Nigeria",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,214022,Environmental Data Science,muž
84160,N-ENVA,,Magisterský navazující,prezenční,13. 04. 2022,16500,ano,Adenta Ghana,Ghanská republika,10,10 - Přijat,,ne,237210,Environmental Modelling,muž
58192,N-EGS,,Magisterský navazující,prezenční,14. 01. 2022,,ne,Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,213355,Environmental Geosciences,muž
70737,N-EGS,,Magisterský navazující,prezenční,24. 03. 2022,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,237094,Environmental Geosciences,muž
83884,N-NCO,,Magisterský navazující,prezenční,10. 04. 2022,,ne,Pirmahal,Ostatní,20,20 - Nepřijat -- PZ,,ne,237201,Nature Conservation,muž
53543,B-BEE,,Bakalářský,prezenční,19. 11. 2021,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,211819,Environmental Engineering,muž
53072,N-EGS,,Magisterský navazující,prezenční,06. 11. 2021,,ne,"Igando, Lagos",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211487,Environmental Geosciences,muž
11333,N-EGS,,Magisterský navazující,prezenční,21. 02. 2022,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,232378,Environmental Geosciences,muž
27141,N-LPA,,Magisterský navazující,prezenční,26. 02. 2022,,ne,Abuja,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230600,Landscape Planning,muž
56480,B-BEE,,Bakalářský,prezenční,03. 01. 2022,10000,ano,New Delhi,Indická republika,10,10 - Přijat,,ne,212107,Environmental Engineering,žena
58526,B-BEDS,,Bakalářský,prezenční,16. 01. 2022,10000,ano,Praha (Vršovice),Česká republika,10,10 - Přijat,22.09.2022,ano,213146,Environmental Data Science,muž
64764,N-NCO,,Magisterský navazující,prezenční,19. 03. 2022,,ne,Saint Petersburg,Ruská federace,20,20 - Nepřijat -- PZ,,ne,238456,Nature Conservation,žena
57636,B-BEE,,Bakalářský,prezenční,10. 01. 2022,10000,ano,Chișinău,Moldavská republika,10,10 - Přijat,06.10.2022,ano,214023,Environmental Engineering,muž
54058,N-LPA,,Magisterský navazující,prezenční,26. 11. 2021,,ne,Volgograd,Ruská federace,20,20 - Nepřijat -- PZ,,ne,211844,Landscape Planning,žena
59897,B-BEDS,,Bakalářský,prezenční,23. 01. 2022,,ne,Ulan-Ude,Ruská federace,20,20 - Nepřijat -- PZ,,ne,213872,Environmental Data Science,žena
54546,N-EGS,,Magisterský navazující,prezenční,04. 12. 2021,20000,ano,Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,213996,Environmental Geosciences,muž
76969,B-BEDS,,Bakalářský,prezenční,29. 03. 2022,,ne,Praha (Kobylisy),Česká republika,20,20 - Nepřijat -- PZ,,ne,236338,Environmental Data Science,žena
84569,N-ENVA,,Magisterský navazující,prezenční,17. 04. 2022,0,ano,Duitama,Kolumbijská republika,10,10 - Přijat,,ne,237211,Environmental Modelling,žena
64118,B-BEDS,,Bakalářský,prezenční,18. 03. 2022,,ne,Plzeň,Česká republika,20,20 - Nepřijat -- PZ,,ne,230614,Environmental Data Science,muž
72600,B-BEE,,Bakalářský,prezenční,27. 03. 2022,,ne,Plzeň,Česká republika,20,20 - Nepřijat -- PZ,,ne,230615,Environmental Engineering,muž
83529,B-BEE,,Bakalářský,prezenční,08. 04. 2022,10000,ano,Prilep,Republika Severní Makedonie,10,10 - Přijat,21.09.2022,ano,237068,Environmental Engineering,žena
84241,B-BEE,,Bakalářský,prezenční,14. 04. 2022,10000,ano,Tbilisi,Gruzie,10,10 - Přijat,06.10.2022,ano,237286,Environmental Engineering,muž
53594,N-EGS,,Magisterský navazující,prezenční,19. 11. 2021,,ne,Ikorodu,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211488,Environmental Geosciences,muž
70399,B-BEDS,,Bakalářský,prezenční,24. 03. 2022,,ne,Tashkent,Republika Uzbekistán,20,20 - Nepřijat -- PZ,,ne,237287,Environmental Data Science,muž
67128,B-BEDS,,Bakalářský,prezenční,22. 03. 2022,,ne,Tehran,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,237069,Environmental Data Science,muž
52562,N-ENVA,,Magisterský navazující,prezenční,05. 10. 2021,16500,ano,Praha (Břevnov),Česká republika,10,10 - Přijat,26.09.2022,ano,211476,Environmental Modelling,muž
55821,N-LPA,,Magisterský navazující,prezenční,23. 12. 2021,,ne,Kasur,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,211845,Landscape Planning,muž
55403,N-ENVA,,Magisterský navazující,prezenční,16. 12. 2021,,ne,Kasur,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,211862,Environmental Modelling,muž
84297,N-ENVA,,Magisterský navazující,prezenční,14. 04. 2022,,ne,Kasur,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,237212,Environmental Modelling,muž
84494,N-LPA,,Magisterský navazující,prezenční,17. 04. 2022,,ne,Kasur,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,237277,Landscape Planning,muž
57184,N-NCO,,Magisterský navazující,prezenční,07. 01. 2022,,ne,Spintex,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,212597,Nature Conservation,žena
53126,N-LPA,,Magisterský navazující,prezenční,09. 11. 2021,,ne,Ejisu - Ashanti Region,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,210776,Landscape Planning,muž
57538,N-ENVA,,Magisterský navazující,prezenční,10. 01. 2022,,ne,village Pridorozhnyy,Ruská federace,20,20 - Nepřijat -- PZ,,ne,212533,Environmental Modelling,žena
84541,N-LPA,,Magisterský navazující,prezenční,17. 04. 2022,16500,ano,Praha,Česká republika,10,10 - Přijat,22.09.2022,ano,237278,Landscape Planning,muž
