Spec. symbol,Program zkratka,Obor zkratka,Typ studia,Forma,Datum a čas zal. přihl.,Datum podání,Spr. poplatek - vypočteno,Spr. poplatek - zaplaceno,Zaplaceno,Datum úhrady,Dadtum zkompl. Zaplaceno,Datum zkompl. Adresy,Kompl. adresy,Datum zkompl. Os. údaje,Kompl. přihlášky,Datum zkompl. celé přihl.,Kompl. údajů přihl.,Datum zkompl. Údaje o přihl.,KA - obec,KA - stát
53087,N-LPA,,Magisterský navazující,prezenční,07. 11. 2021 21:58,,750,0,ne,,,08. 11. 2021 12:56:57,ano,08. 11. 2021 12:50:48,ne,,ano,07. 11. 2021 22:01:57,Kharkiv,Ukrajina
52698,B-BEE,,Bakalářský,prezenční,12. 10. 2021 20:07,12.10.2021,750,0,ne,,,12. 10. 2021 20:25:07,ano,12. 10. 2021 20:17:11,ne,,ano,12. 10. 2021 20:08:44,Delta state,Nigérijská federativní republika
52879,B-BEDS,,Bakalářský,prezenční,26. 10. 2021 01:25,26.10.2021,750,0,ne,,,26. 10. 2021 01:43:57,ano,26. 10. 2021 01:40:11,ne,,ano,26. 10. 2021 01:28:47,Odumasi A/A Central,Ghanská republika
52889,N-LPA,,Magisterský navazující,prezenční,27. 10. 2021 08:46,13.12.2021,750,750,ano,13.12.2021,13. 12. 2021 14:54:03,05. 01. 2021 09:03:16,ano,27. 10. 2021 08:46:15,ano,13. 12. 2021 14:54:03,ano,27. 10. 2021 08:46:15,Ibadan,Nigérijská federativní republika
52810,N-EGS,,Magisterský navazující,prezenční,21. 10. 2021 19:46,,750,0,ne,,,,ne,,ne,,ano,21. 10. 2021 19:57:22,,
53349,N-EGS,,Magisterský navazující,prezenční,15. 11. 2021 10:02,,750,0,ne,,,,ne,,ne,,ano,15. 11. 2021 10:04:18,,
53514,N-EGS,,Magisterský navazující,prezenční,18. 11. 2021 12:37,,750,0,ne,,,,ne,,ne,,ano,18. 11. 2021 12:40:13,,
55850,N-NCO,,Magisterský navazující,prezenční,24. 12. 2021 00:44,,750,0,ne,,,,ne,,ne,,ano,24. 12. 2021 01:21:42,,
54949,N-EGS,,Magisterský navazující,prezenční,10. 12. 2021 12:47,,750,0,ne,,,02. 01. 2022 00:04:01,ano,01. 01. 2022 23:58:01,ne,,ano,26. 12. 2021 05:55:09,Ibadan,Nigérijská federativní republika
53088,N-NCO,,Magisterský navazující,prezenční,07. 11. 2021 22:07,04.12.2021,750,750,ano,04.12.2021,04. 12. 2021 23:52:54,08. 01. 2021 21:44:27,ano,07. 11. 2021 22:07:15,ano,04. 12. 2021 23:52:54,ano,07. 11. 2021 22:07:16,"Ibadan, Oyo State",Nigérijská federativní republika
56271,N-ENVA,,Magisterský navazující,prezenční,01. 01. 2022 09:32,,750,0,ne,,,,ne,,ne,,ano,01. 01. 2022 09:36:09,,
53549,B-BEE,,Bakalářský,prezenční,19. 11. 2021 01:03,,750,0,ne,,,02. 01. 2022 11:54:28,ano,02. 01. 2022 11:51:34,ne,,ano,19. 11. 2021 01:05:04,Akure,Nigérijská federativní republika
52859,N-NCO,,Magisterský navazující,prezenční,24. 10. 2021 02:34,,750,0,ne,,,,ne,,ne,,ano,24. 10. 2021 02:41:10,,
54196,B-BEDS,,Bakalářský,prezenční,29. 11. 2021 10:34,,750,0,ne,,,,ne,,ne,,ano,29. 11. 2021 10:36:32,,
56419,N-EGS,,Magisterský navazující,prezenční,02. 01. 2022 21:23,,750,0,ne,,,02. 01. 2022 21:33:43,ano,02. 01. 2022 21:32:34,ne,,ano,02. 01. 2022 21:24:50,Portharcourt,Nigérijská federativní republika
53492,N-EGS,,Magisterský navazující,prezenční,17. 11. 2021 20:50,17.11.2021,750,0,ne,,,17. 11. 2021 21:48:05,ano,17. 11. 2021 21:40:31,ne,,ano,17. 11. 2021 20:53:49,"Lokogoma, Abuja.",Nigérijská federativní republika
54301,B-BEDS,,Bakalářský,prezenční,01. 12. 2021 01:59,06.12.2021,750,0,ne,,,01. 12. 2021 02:03:52,ano,01. 12. 2021 02:14:19,ne,,ano,01. 12. 2021 02:00:23,"Okota, Lagos",Nigérijská federativní republika
54596,B-BEE,,Bakalářský,prezenční,04. 12. 2021 17:05,04.12.2021,750,750,ano,06.12.2021,06. 12. 2021 11:48:04,01. 12. 2021 02:03:52,ano,04. 12. 2021 17:05:57,ano,06. 12. 2021 11:48:05,ano,04. 12. 2021 17:05:57,"Okota, Lagos",Nigérijská federativní republika
52482,N-ENVA,,Magisterský navazující,prezenční,01. 10. 2021 15:36,01.10.2021,750,750,ano,02.11.2021,02. 11. 2021 16:44:53,01. 10. 2021 16:03:11,ano,01. 10. 2021 15:59:30,ano,02. 11. 2021 16:44:53,ano,01. 10. 2021 15:51:36,Kumasi,Ghanská republika
52769,N-EGS,,Magisterský navazující,prezenční,18. 10. 2021 16:05,18.10.2021,750,0,ne,,,18. 10. 2021 17:05:41,ano,18. 10. 2021 16:56:40,ne,,ano,18. 10. 2021 16:13:04,Sunyani,Ghanská republika
53053,B-BEE,,Bakalářský,prezenční,05. 11. 2021 14:47,05.11.2021,750,0,ne,,,05. 11. 2021 15:07:44,ano,05. 11. 2021 15:02:38,ne,,ano,05. 11. 2021 14:49:15,Dhaka,Bangladéšská lidová republika
56209,B-BEE,,Bakalářský,prezenční,30. 12. 2021 18:07,30.12.2021,750,750,ano,30.12.2021,30. 12. 2021 18:30:17,30. 01. 2021 23:31:36,ano,30. 12. 2021 18:07:23,ano,30. 12. 2021 18:30:17,ano,30. 12. 2021 18:07:23,"San Juan Opico, La Libertad",Ostatní
56311,N-NCO,,Magisterský navazující,prezenční,01. 01. 2022 19:28,,750,0,ne,,,01. 01. 2022 19:45:04,ano,,ne,,ano,01. 01. 2022 19:30:03,Abijo,Nigérijská federativní republika
54246,N-NCO,,Magisterský navazující,prezenční,30. 11. 2021 03:42,30.11.2021,750,0,ne,,,30. 11. 2021 04:23:43,ano,30. 11. 2021 04:14:02,ne,,ano,30. 11. 2021 03:44:05,ACCRA,Ghanská republika
52739,B-BEDS,,Bakalářský,prezenční,15. 10. 2021 17:55,,750,0,ne,,,,ne,,ne,,ano,15. 10. 2021 17:57:29,,
52740,B-BEE,,Bakalářský,prezenční,15. 10. 2021 18:10,,750,0,ne,,,,ne,,ne,,ano,15. 10. 2021 18:10:28,,
54600,B-BEE,,Bakalářský,prezenční,04. 12. 2021 18:46,04.12.2021,750,750,ano,04.12.2021,04. 12. 2021 22:30:02,04. 12. 2021 19:05:43,ano,04. 12. 2021 19:02:19,ano,04. 12. 2021 22:30:02,ano,04. 12. 2021 18:49:39,"Wamfie, Bono Region",Ghanská republika
55122,B-BEDS,,Bakalářský,prezenční,12. 12. 2021 21:38,,750,0,ne,,,,ne,,ne,,ano,12. 12. 2021 21:48:48,,
52782,N-NCO,,Magisterský navazující,prezenční,19. 10. 2021 17:09,19.10.2021,750,0,ne,,,28. 12. 2018 22:58:48,ano,19. 10. 2021 17:09:45,ne,,ano,19. 10. 2021 17:09:46,IBADAN,Nigérijská federativní republika
52793,B-BEDS,,Bakalářský,prezenční,20. 10. 2021 17:47,20.10.2021,750,750,ano,20.10.2021,20. 10. 2021 18:13:33,20. 10. 2021 18:00:08,ano,20. 10. 2021 17:57:08,ano,20. 10. 2021 18:13:33,ano,20. 10. 2021 17:49:40,Lagos,Nigérijská federativní republika
52557,N-LPA,,Magisterský navazující,prezenční,04. 10. 2021 22:36,,750,0,ne,,,05. 10. 2021 23:10:10,ano,,ne,,ano,04. 10. 2021 22:47:47,Ibule soro,Nigérijská federativní republika
55015,N-NCO,,Magisterský navazující,prezenční,11. 12. 2021 15:03,,750,0,ne,,,,ne,,ne,,ano,11. 12. 2021 15:03:04,,
53764,B-BEE,,Bakalářský,prezenční,22. 11. 2021 00:58,,750,0,ne,,,,ne,,ne,,ano,22. 11. 2021 00:59:37,,
52792,B-BEDS,,Bakalářský,prezenční,20. 10. 2021 17:03,,750,0,ne,,,20. 10. 2021 17:19:05,ano,,ne,,ano,20. 10. 2021 17:04:14,Moscow,Ruská federace
56624,B-BEE,,Bakalářský,prezenční,04. 01. 2022 11:29,04.01.2022,750,0,ne,,,04. 01. 2022 12:27:20,ano,04. 01. 2022 12:26:00,ne,,ano,04. 01. 2022 12:08:13,"Keshod,Junagadh,Gujarat",Indická republika
56501,B-BEE,,Bakalářský,prezenční,03. 01. 2022 15:35,,750,0,ne,,,,ne,,ne,,ano,03. 01. 2022 15:39:32,,
55768,B-BEE,,Bakalářský,prezenční,22. 12. 2021 12:55,22.12.2021,750,750,ano,22.12.2021,22. 12. 2021 13:23:02,22. 12. 2021 13:01:34,ano,22. 12. 2021 12:59:42,ano,22. 12. 2021 13:23:04,ano,22. 12. 2021 12:55:53,"Ahmedabad,Gujarat",Indická republika
55620,B-BEE,,Bakalářský,prezenční,20. 12. 2021 12:34,,750,0,ne,,,,ne,,ne,,ano,20. 12. 2021 12:38:48,,
53156,B-BEE,,Bakalářský,prezenční,10. 11. 2021 18:00,,750,0,ne,,,,ne,,ne,,ano,10. 11. 2021 18:04:59,,
53376,B-BEDS,,Bakalářský,prezenční,15. 11. 2021 16:35,15.11.2021,750,0,ne,,,15. 11. 2021 16:55:47,ano,15. 11. 2021 19:45:45,ne,,ano,15. 11. 2021 16:37:12,Moscow,Ruská federace
56338,B-BEDS,,Bakalářský,prezenční,02. 01. 2022 10:05,,750,0,ne,,,02. 01. 2022 10:37:12,ano,02. 01. 2022 10:33:17,ne,,ano,02. 01. 2022 10:21:45,LUSAKA,Zambijská republika
52480,B-BEDS,,Bakalářský,prezenční,01. 10. 2021 13:52,02.10.2021,750,500,ano,02.10.2021,02. 10. 2021 20:30:09,02. 10. 2021 09:20:31,ano,01. 10. 2021 15:10:21,ano,02. 10. 2021 20:30:10,ano,01. 10. 2021 13:54:26,Wamfie,Ghanská republika
52645,B-BEDS,,Bakalářský,prezenční,09. 10. 2021 21:02,,750,0,ne,,,09. 10. 2021 21:49:44,ano,09. 10. 2021 21:43:42,ne,,ano,09. 10. 2021 21:13:31,"Ajuwon- Iju, Lagos State",Nigérijská federativní republika
53246,N-NCO,,Magisterský navazující,prezenční,13. 11. 2021 00:59,30.11.2021,750,750,ano,30.11.2021,02. 12. 2021 05:45:33,08. 01. 2019 13:01:33,ano,13. 11. 2021 00:59:29,ano,02. 12. 2021 05:45:38,ano,13. 11. 2021 00:59:30,Bor,Česká republika
53247,N-ENVA,,Magisterský navazující,prezenční,13. 11. 2021 01:04,30.11.2021,750,750,ano,14.12.2021,16. 12. 2021 05:45:47,08. 01. 2019 13:01:33,ano,13. 11. 2021 01:04:04,ano,16. 12. 2021 05:45:51,ano,13. 11. 2021 01:04:05,Bor,Česká republika
53353,N-NCO,,Magisterský navazující,prezenční,15. 11. 2021 11:42,,750,0,ne,,,15. 11. 2021 11:59:41,ano,15. 11. 2021 11:50:12,ne,,ano,15. 11. 2021 11:43:01,"15 Pokhara, Kaski",Ostatní
54710,B-BEE,,Bakalářský,prezenční,06. 12. 2021 16:14,06.12.2021,750,750,ano,07.12.2021,07. 12. 2021 15:36:46,06. 12. 2021 16:43:36,ano,06. 12. 2021 16:36:50,ano,07. 12. 2021 15:36:47,ano,06. 12. 2021 16:16:08,Tehran,Íránská islámská republika
56374,N-LPA,,Magisterský navazující,prezenční,02. 01. 2022 15:19,02.01.2022,750,750,ano,03.01.2022,03. 01. 2022 11:04:33,02. 01. 2022 15:37:04,ano,02. 01. 2022 15:34:48,ano,03. 01. 2022 11:04:34,ano,02. 01. 2022 15:20:28,Fouman,Íránská islámská republika
55765,B-BEDS,,Bakalářský,prezenční,22. 12. 2021 12:33,04.01.2022,750,0,ne,,,05. 12. 2020 13:05:37,ano,22. 12. 2021 12:33:38,ne,,ano,22. 12. 2021 12:33:39,Nellore,Indická republika
55655,B-BEE,,Bakalářský,prezenční,20. 12. 2021 18:54,21.12.2021,750,0,ne,,,21. 12. 2021 16:15:17,ano,21. 12. 2021 07:08:45,ne,,ano,20. 12. 2021 18:58:09,Ajman,Spojené arabské emiráty
55543,N-ENVA,,Magisterský navazující,prezenční,19. 12. 2021 11:58,23.12.2021,750,750,ano,23.12.2021,23. 12. 2021 20:58:56,19. 12. 2021 12:22:35,ano,19. 12. 2021 12:15:22,ano,23. 12. 2021 20:58:57,ano,19. 12. 2021 12:02:55,"Ibadan, Oyo State",Nigérijská federativní republika
52716,B-BEDS,,Bakalářský,prezenční,14. 10. 2021 01:43,14.10.2021,750,0,ne,,,14. 10. 2021 10:39:30,ano,14. 10. 2021 10:29:59,ne,,ano,14. 10. 2021 01:44:59,"Ago-palace way, Okota",Nigérijská federativní republika
55177,B-BEE,,Bakalářský,prezenční,13. 12. 2021 17:16,,750,0,ne,,,15. 12. 2021 18:14:05,ano,15. 12. 2021 18:08:58,ne,,ano,15. 12. 2021 17:57:28,"Anaji Mount Zoin, Takoradi",Ghanská republika
54689,N-EGS,,Magisterský navazující,prezenční,06. 12. 2021 12:49,,750,0,ne,,,,ne,,ne,,ne,,,
52926,N-EGS,,Magisterský navazující,prezenční,29. 10. 2021 11:55,29.10.2021,750,0,ne,,,29. 10. 2021 12:12:18,ano,29. 10. 2021 12:08:00,ne,,ano,29. 10. 2021 11:58:52,Abbottabad,Pákistánská islámská republika
52504,B-BEE,,Bakalářský,prezenční,02. 10. 2021 13:34,02.10.2021,750,0,ne,,,02. 10. 2021 13:51:05,ano,02. 10. 2021 13:46:13,ne,,ano,02. 10. 2021 13:35:14,Noakhali,Bangladéšská lidová republika
52972,N-ENVA,,Magisterský navazující,prezenční,02. 11. 2021 10:40,,750,0,ne,,,,ne,,ne,,ne,,,
53008,N-ENVA,,Magisterský navazující,prezenční,03. 11. 2021 11:43,23.11.2021,750,0,ne,,,23. 11. 2021 09:31:59,ano,23. 11. 2021 09:30:18,ne,,ano,23. 11. 2021 09:21:43,Khorog,Republika Tádžikistán
52503,N-LPA,,Magisterský navazující,prezenční,02. 10. 2021 13:33,,750,0,ne,,,02. 10. 2021 13:33:09,ano,04. 11. 2021 22:47:06,ne,,ano,02. 10. 2021 13:33:09,Erbil,Irácká republika
53016,B-BEE,,Bakalářský,prezenční,03. 11. 2021 18:42,03.11.2021,750,0,ne,,,03. 11. 2021 18:55:04,ano,03. 11. 2021 18:52:16,ne,,ano,03. 11. 2021 18:44:11,Aqtobe,Republika Kazachstán
52531,B-BEE,,Bakalářský,prezenční,03. 10. 2021 20:18,03.10.2021,750,750,ano,02.12.2021,02. 12. 2021 19:17:08,03. 10. 2021 20:38:16,ano,03. 10. 2021 20:34:01,ano,02. 12. 2021 19:17:08,ano,03. 10. 2021 20:20:05,Peoria,Spojené státy americké
54962,N-EGS,,Magisterský navazující,prezenční,10. 12. 2021 15:45,,750,0,ne,,,,ne,10. 12. 2021 15:57:47,ne,,ano,10. 12. 2021 15:48:43,,
52626,N-NCO,,Magisterský navazující,prezenční,08. 10. 2021 18:57,,750,0,ne,,,04. 03. 2021 11:10:20,ano,08. 10. 2021 18:57:12,ne,,ano,08. 10. 2021 18:57:13,Brno,Česká republika
52871,B-BEDS,,Bakalářský,prezenční,25. 10. 2021 09:49,,750,0,ne,,,,ne,,ne,,ano,25. 10. 2021 09:51:12,,
52620,N-EGS,,Magisterský navazující,prezenční,08. 10. 2021 02:30,10.10.2021,750,0,ne,,,10. 10. 2021 00:13:04,ano,10. 10. 2021 00:11:00,ne,,ano,08. 10. 2021 02:32:06,Skhirate,Marocké království
52736,N-EGS,,Magisterský navazující,prezenční,15. 10. 2021 14:15,15.10.2021,750,750,ano,21.10.2021,23. 10. 2021 05:45:40,03. 09. 2021 11:47:12,ano,15. 10. 2021 14:15:12,ano,23. 10. 2021 05:45:43,ano,15. 10. 2021 14:15:13,"National center of excellence in Physical Chemistry, University of Peshawar, Pakistan",Pákistánská islámská republika
55202,B-BEE,,Bakalářský,prezenční,14. 12. 2021 09:11,14.12.2021,750,0,ne,,,14. 12. 2021 09:23:11,ano,14. 12. 2021 09:21:08,ne,,ano,14. 12. 2021 09:11:51,Panglao Island,Filipínská republika
53133,N-ENVA,,Magisterský navazující,prezenční,10. 11. 2021 06:43,,750,0,ne,,,19. 01. 2021 14:05:53,ano,10. 11. 2021 06:43:01,ne,,ano,10. 11. 2021 06:43:02,Tehran,Íránská islámská republika
53135,N-LPA,,Magisterský navazující,prezenční,10. 11. 2021 06:51,10.11.2021,750,0,ne,,,10. 11. 2021 07:01:16,ano,10. 11. 2021 06:59:34,ne,,ano,10. 11. 2021 06:52:35,Tehran,Íránská islámská republika
52699,B-BEE,,Bakalářský,prezenční,12. 10. 2021 20:24,10.12.2021,750,0,ne,,,10. 12. 2021 01:32:51,ano,10. 12. 2021 01:29:06,ne,,ano,12. 10. 2021 20:28:22,Quito- La Primavera,Ekvádorská republika
53190,N-LPA,,Magisterský navazující,prezenční,12. 11. 2021 06:17,12.11.2021,750,0,ne,,,12. 11. 2021 06:23:37,ano,12. 11. 2021 06:21:40,ne,,ano,12. 11. 2021 06:18:17,Chandpur,Bangladéšská lidová republika
54037,B-BEE,,Bakalářský,prezenční,26. 11. 2021 10:24,,750,0,ne,,,14. 12. 2021 12:26:08,ano,03. 12. 2021 16:46:26,ne,,ano,26. 11. 2021 10:26:13,Ternopil,Ukrajina
54923,B-BEDS,,Bakalářský,prezenční,09. 12. 2021 21:01,,750,0,ne,,,13. 12. 2021 13:16:49,ano,,ne,,ano,09. 12. 2021 21:03:06,dcheira inezgane,Marocké království
54015,N-EGS,,Magisterský navazující,prezenční,25. 11. 2021 20:52,25.11.2021,750,0,ne,,,25. 11. 2021 20:58:33,ano,25. 11. 2021 20:56:41,ne,,ano,25. 11. 2021 20:52:49,Narsingdi,Bangladéšská lidová republika
52738,B-BEE,,Bakalářský,prezenční,15. 10. 2021 15:30,13.11.2021,750,750,ano,07.12.2021,07. 12. 2021 18:09:06,13. 11. 2021 16:29:10,ano,13. 11. 2021 16:32:35,ano,07. 12. 2021 18:09:06,ano,15. 10. 2021 15:30:44,Praha (Dejvice),Česká republika
53096,B-BEE,,Bakalářský,prezenční,08. 11. 2021 14:15,08.11.2021,750,0,ne,,,08. 11. 2021 14:50:03,ano,08. 11. 2021 14:38:59,ne,,ano,08. 11. 2021 14:17:02,savar,Bangladéšská lidová republika
53073,B-BEDS,,Bakalářský,prezenční,06. 11. 2021 18:13,,750,0,ne,,,06. 11. 2021 18:13:25,ano,,ne,,ano,06. 11. 2021 18:13:25,Košice - Sídlisko KVP,Slovenská republika
54117,B-BEE,,Bakalářský,prezenční,28. 11. 2021 03:14,,750,0,ne,,,28. 11. 2021 03:28:28,ano,28. 11. 2021 03:25:13,ne,,ano,28. 11. 2021 03:15:24,Kalibata,Indonéská republika
54995,B-BEDS,,Bakalářský,prezenční,11. 12. 2021 03:58,,750,0,ne,,,28. 11. 2021 03:28:28,ano,11. 12. 2021 03:58:46,ne,,ano,11. 12. 2021 03:58:46,Kalibata,Indonéská republika
52624,N-LPA,,Magisterský navazující,prezenční,08. 10. 2021 12:15,,750,0,ne,,,08. 10. 2021 13:34:30,ano,08. 10. 2021 13:24:44,ne,,ano,08. 10. 2021 12:46:56,ACCRA,Ghanská republika
53907,N-NCO,,Magisterský navazující,prezenční,24. 11. 2021 07:21,,750,0,ne,,,24. 11. 2021 07:37:04,ano,24. 11. 2021 07:34:37,ne,,ano,24. 11. 2021 07:26:25,mohan nagar post,Indická republika
55705,N-NCO,,Magisterský navazující,prezenční,21. 12. 2021 12:33,25.12.2021,750,750,ano,25.12.2021,25. 12. 2021 14:19:10,25. 12. 2021 12:09:58,ano,25. 12. 2021 12:05:49,ano,25. 12. 2021 14:19:10,ano,23. 12. 2021 08:07:52,Ebolowa,Kamerunská republika
53279,B-BEE,,Bakalářský,prezenční,13. 11. 2021 20:09,,750,0,ne,,,,ne,,ne,,ano,13. 11. 2021 20:12:26,,
53132,B-BEDS,,Bakalářský,prezenční,10. 11. 2021 03:58,12.11.2021,750,750,ano,12.11.2021,12. 11. 2021 23:55:21,12. 11. 2021 16:37:14,ano,12. 11. 2021 16:37:57,ano,12. 11. 2021 23:55:22,ano,10. 11. 2021 03:58:03,Naucalpan de Juarez,Spojené státy mexické
56084,N-LPA,,Magisterský navazující,prezenční,28. 12. 2021 21:43,,750,0,ne,,,09. 12. 2020 05:56:47,ano,28. 12. 2021 21:43:29,ne,,ano,28. 12. 2021 21:43:30,Obuasi,Ghanská republika
52757,N-ENVA,,Magisterský navazující,prezenční,17. 10. 2021 18:26,,750,0,ne,,,01. 09. 2021 08:32:24,ano,,ne,,ano,17. 10. 2021 18:26:10,Mandi Bahauddin,Pákistánská islámská republika
55348,B-BEE,,Bakalářský,prezenční,15. 12. 2021 20:07,18.12.2021,750,750,ano,18.12.2021,18. 12. 2021 13:02:55,14. 12. 2021 22:40:24,ano,15. 12. 2021 20:07:15,ano,18. 12. 2021 13:02:55,ano,15. 12. 2021 20:07:15,Kushtia,Bangladéšská lidová republika
55898,B-BEE,,Bakalářský,prezenční,25. 12. 2021 11:02,,750,0,ne,,,,ne,,ne,,ano,25. 12. 2021 11:04:19,,
54997,B-BEE,,Bakalářský,prezenční,11. 12. 2021 06:26,11.12.2021,750,750,ano,13.12.2021,13. 12. 2021 09:28:34,11. 12. 2021 10:02:40,ano,11. 12. 2021 09:49:44,ano,13. 12. 2021 09:28:34,ano,11. 12. 2021 06:27:44,"Bldg no M11, Flat no 103, Sharjah, UAE",Spojené arabské emiráty
53080,B-BEE,,Bakalářský,prezenční,07. 11. 2021 12:23,18.12.2021,750,0,ne,,,07. 11. 2021 12:32:14,ano,07. 11. 2021 12:39:20,ne,,ano,07. 11. 2021 12:23:52,Kharkiv,Ukrajina
53163,B-BEDS,,Bakalářský,prezenční,11. 11. 2021 05:51,11.11.2021,750,0,ne,,,11. 11. 2021 06:10:00,ano,11. 11. 2021 06:05:25,ne,,ano,11. 11. 2021 05:59:00,Wellington,Nový Zéland
52887,N-ENVA,,Magisterský navazující,prezenční,26. 10. 2021 20:19,26.10.2021,750,0,ne,,,26. 10. 2021 20:32:24,ano,26. 10. 2021 20:29:34,ne,,ano,26. 10. 2021 20:26:23,"Uberaba, Brazil",Ostatní
54197,B-BEDS,,Bakalářský,prezenční,29. 11. 2021 11:19,29.11.2021,750,0,ne,,,29. 11. 2021 11:29:25,ano,29. 11. 2021 11:25:59,ne,,ano,29. 11. 2021 11:20:25,NEW DELHI,Indická republika
52919,B-BEDS,,Bakalářský,prezenční,28. 10. 2021 18:08,,750,0,ne,,,,ne,,ne,,ne,,,
56652,B-BEE,,Bakalářský,prezenční,04. 01. 2022 14:39,,750,0,ne,,,04. 01. 2022 15:48:40,ano,04. 01. 2022 15:42:50,ne,,ano,04. 01. 2022 14:58:18,Patiala,Indická republika
53079,B-BEDS,,Bakalářský,prezenční,07. 11. 2021 12:18,07.11.2021,750,0,ne,,,07. 11. 2021 12:36:11,ano,07. 11. 2021 12:30:53,ne,,ano,07. 11. 2021 12:23:36,Yes,Indická republika
54471,B-BEDS,,Bakalářský,prezenční,02. 12. 2021 20:33,,750,0,ne,,,,ne,,ne,,ano,02. 12. 2021 20:35:37,,
52501,B-BEE,,Bakalářský,prezenční,02. 10. 2021 11:24,28.11.2021,750,750,ano,29.11.2021,29. 11. 2021 03:43:17,28. 11. 2021 20:25:22,ano,28. 11. 2021 15:42:50,ano,29. 11. 2021 03:43:18,ano,02. 10. 2021 11:29:28,Hlaing Thar Yar Township,Myanmarský svaz
55536,B-BEE,,Bakalářský,prezenční,19. 12. 2021 08:08,19.12.2021,750,750,ano,19.12.2021,19. 12. 2021 08:45:29,19. 12. 2021 08:34:47,ano,19. 12. 2021 08:29:16,ano,19. 12. 2021 08:45:29,ano,19. 12. 2021 08:18:20,Kursk,Ruská federace
55539,B-BEDS,,Bakalářský,prezenční,19. 12. 2021 09:39,19.12.2021,750,750,ano,19.12.2021,19. 12. 2021 09:41:56,19. 12. 2021 08:34:47,ano,19. 12. 2021 09:39:19,ano,19. 12. 2021 09:41:56,ano,19. 12. 2021 09:39:20,Kursk,Ruská federace
54958,N-ENVA,,Magisterský navazující,prezenční,10. 12. 2021 15:01,10.12.2021,750,750,ano,12.12.2021,12. 12. 2021 23:38:15,10. 12. 2021 18:18:52,ano,10. 12. 2021 18:13:05,ano,12. 12. 2021 23:38:15,ano,10. 12. 2021 15:04:59,Biskra,Alžírská lidová demokratická republika
56763,B-BEDS,,Bakalářský,prezenční,05. 01. 2022 06:16,05.01.2022,750,0,ne,,,10. 12. 2021 18:18:52,ano,05. 01. 2022 06:25:09,ne,,ano,05. 01. 2022 06:16:18,Biskra,Alžírská lidová demokratická republika
52827,N-NCO,,Magisterský navazující,prezenční,22. 10. 2021 14:30,,750,0,ne,,,,ne,,ne,,ano,22. 10. 2021 14:31:08,,
55966,N-EGS,,Magisterský navazující,prezenční,27. 12. 2021 01:39,29.12.2021,750,0,ne,,,20. 12. 2021 18:03:35,ano,27. 12. 2021 01:39:36,ne,,ano,27. 12. 2021 01:39:36,Multan,Pákistánská islámská republika
56161,N-NCO,,Magisterský navazující,prezenční,30. 12. 2021 01:29,,750,0,ne,,,20. 12. 2021 18:03:35,ano,30. 12. 2021 01:29:07,ne,,ano,30. 12. 2021 01:29:07,Multan,Pákistánská islámská republika
53265,N-ENVA,,Magisterský navazující,prezenční,13. 11. 2021 17:24,,750,0,ne,,,13. 11. 2021 17:24:30,ano,,ne,,ano,13. 11. 2021 17:24:30,Praha,Česká republika
53267,N-LPA,,Magisterský navazující,prezenční,13. 11. 2021 17:28,,750,0,ne,,,13. 11. 2021 17:24:30,ano,,ne,,ano,13. 11. 2021 17:28:44,Praha,Česká republika
53268,B-BEE,,Bakalářský,prezenční,13. 11. 2021 17:28,,750,0,ne,,,13. 11. 2021 17:24:30,ano,,ne,,ano,13. 11. 2021 17:28:59,Praha,Česká republika
52747,B-BEE,,Bakalářský,prezenční,16. 10. 2021 05:34,16.10.2021,750,0,ne,,,16. 10. 2021 05:55:12,ano,16. 10. 2021 05:50:02,ne,,ano,16. 10. 2021 05:43:36,Sylhet,Bangladéšská lidová republika
55216,N-ENVA,,Magisterský navazující,prezenční,14. 12. 2021 11:50,14.12.2021,750,750,ano,14.12.2021,14. 12. 2021 17:27:13,14. 12. 2021 16:52:48,ano,14. 12. 2021 12:20:36,ano,14. 12. 2021 17:27:13,ano,14. 12. 2021 12:08:26,Sialkot,Pákistánská islámská republika
55249,N-LPA,,Magisterský navazující,prezenční,14. 12. 2021 18:06,14.12.2021,750,750,ano,14.12.2021,14. 12. 2021 18:12:30,14. 12. 2021 16:52:48,ano,14. 12. 2021 18:06:55,ano,14. 12. 2021 18:12:31,ano,14. 12. 2021 18:06:56,Sialkot,Pákistánská islámská republika
55810,N-NCO,,Magisterský navazující,prezenční,23. 12. 2021 10:37,,750,0,ne,,,,ne,23. 12. 2021 10:47:51,ne,,ano,23. 12. 2021 10:39:06,,
53404,N-NCO,,Magisterský navazující,prezenční,16. 11. 2021 05:12,16.11.2021,750,0,ne,,,16. 11. 2021 05:46:16,ano,16. 11. 2021 05:39:44,ne,,ano,16. 11. 2021 05:15:12,Douala,Kamerunská republika
52535,N-ENVA,,Magisterský navazující,prezenční,03. 10. 2021 22:46,14.10.2021,750,750,ano,26.10.2021,23. 11. 2021 03:01:22,14. 10. 2021 09:19:36,ano,14. 10. 2021 08:58:14,ano,23. 11. 2021 03:01:26,ano,03. 10. 2021 22:49:08,Kosofe,Ostatní
52786,B-BEDS,,Bakalářský,prezenční,20. 10. 2021 01:54,23.10.2021,750,750,ano,26.10.2021,23. 11. 2021 03:01:22,14. 10. 2021 09:19:36,ano,20. 10. 2021 02:03:39,ano,23. 11. 2021 03:01:26,ano,20. 10. 2021 01:54:02,Kosofe,Ostatní
